Scan,16NAVY08_2_plasma.mzML,16NAVY06_1_plasma.mzML,16NAVY08_5_plasma.mzML,394_Plasma.mzML,16NAVY08_9_plasma.mzML,16NAVY12_2_plasma.mzML,16NAVY14_9_plasma.mzML,16NAVY14_18_plasma.mzML,16NAVY06_2_plasma.mzML,326_Plasma.mzML,16NAVY14_1_plasma.mzML,16NAVY14_3_plasma.mzML,18NAVY28_7_plasma.mzML,16NAVY11_6_plasma.mzML,18NAVY28_1_plasma.mzML,16NAVY10_20_plasma.mzML,15NAVY01_1_plasma.mzML,513_Plasma.mzML,16NAVY14_2_plasma.mzML,16NAVY10_14_plasma.mzML,16NAVY06_7_plasma.mzML,16NAVY12_1_plasma.mzML,18NAVY28_10_plasma.mzML,16NAVY12_10_plasma.mzML,16NAVY06_12_plasma.mzML,494_Plasma.mzML,16NAVY11_5_plasma.mzML,16NAVY14_14_plasma.mzML,16NAVY10_15_plasma.mzML,16NAVY14_15_plasma.mzML,366_Plasma.mzML,358_Plasma_20191118040504.mzML,16NAVY10_10_plasma.mzML,16NAVY06_13_plasma.mzML,16NAVY14_8_plasma.mzML,16NAVY10_13_plasma.mzML,16NAVY14_17_plasma.mzML,16NAVY06_16_plasma.mzML,432_Plasma.mzML,487_Plasma.mzML,16NAVY10_1_plasma.mzML,16NAVY11_10_plasma.mzML,17NAVY22_17_plasma.mzML,15NAVY01_2_plasma.mzML,17NAVY22_4_plasma.mzML,16NAVY06_15_plasma.mzML,16NAVY11_8_plasma.mzML,16NAVY10_17_plasma.mzML,16NAVY10_12_plasma.mzML,17NAVY22_15_plasma.mzML,16NAVY06_14_plasma.mzML,16NAVY11_7_plasma.mzML,16NAVY10_9_plasma.mzML,16NAVY06_8_plasma.mzML,16NAVY11_4_plasma.mzML,16NAVY08_10_plasma.mzML,16NAVY10_6_plasma.mzML,16NAVY08_6_plasma.mzML,16NAVY04_14_plasma.mzML,18NAVY28_4_plasma.mzML,17NAVY22_10_plasma.mzML,18NAVY28_15_plasma.mzML,16NAVY12_4_plasma.mzML,18NAVY28_11_plasma.mzML,17NAVY22_2_plasma.mzML,16NAVY14_13_plasma.mzML,17NAVY22_16_plasma.mzML,428_Plasma.mzML,15NAVY01_10_plasma.mzML,16NAVY10_3_plasma.mzML,17NAVY22_1_plasma.mzML,17NAVY22_8_plasma.mzML,364_Plasma_20191118044522.mzML,412_Plasma.mzML,16NAVY08_20_plasma.mzML,16NAVY10_8_plasma.mzML,15NAVY01_6_plasma.mzML,16NAVY06_17_plasma.mzML,16NAVY08_8_plasma.mzML,16NAVY14_20_plasma.mzML,16NAVY08_3_plasma.mzML,18NAVY28_3_plasma.mzML,16NAVY06_19_plasma.mzML,17NAVY22_14_plasma.mzML,346_Plasma_20191118022730.mzML,16NAVY06_10_plasma.mzML,16NAVY10_4_plasma.mzML,16NAVY06_11_plasma.mzML,16NAVY11_20_plasma.mzML,15NAVY01_9_plasma.mzML,16NAVY14_12_plasma.mzML,400_Plasma.mzML,16NAVY14_7_plasma.mzML,16NAVY11_17_plasma.mzML,15NAVY01_8_plasma.mzML,16NAVY06_5_plasma.mzML,18NAVY28_17_plasma.mzML,17NAVY22_5_plasma.mzML,16NAVY08_4_plasma.mzML,18NAVY28_14_plasma.mzML,16NAVY11_14_plasma.mzML,16NAVY11_13_plasma.mzML,16NAVY11_3_plasma.mzML,18NAVY28_5_plasma.mzML,17NAVY22_6_plasma.mzML,16NAVY11_11_plasma.mzML,338_Plasma.mzML,16NAVY10_5_plasma.mzML,372_Plasma.mzML,16NAVY14_4_plasma.mzML,18NAVY28_12_plasma.mzML,16NAVY14_6_plasma.mzML,16NAVY14_10_plasma.mzML,470_Plasma.mzML,382_Plasma_20191118052912.mzML,16NAVY10_7_plasma.mzML,16NAVY08_11_plasma.mzML,16NAVY06_18_plasma.mzML,500_Plasma.mzML,16NAVY10_2_plasma.mzML,354_Plasma_20191118032114.mzML,16NAVY14_5_plasma.mzML,15NAVY01_4_plasma.mzML,18NAVY28_18_plasma.mzML,18NAVY28_20_plasma.mzML,17NAVY22_9_plasma.mzML,16NAVY11_12_plasma.mzML,15NAVY01_3_plasma.mzML,16NAVY10_18_plasma.mzML,16NAVY06_20_plasma.mzML,16NAVY06_4_plasma.mzML,16NAVY06_9_plasma.mzML,18NAVY28_16_plasma.mzML,18NAVY28_2_plasma.mzML,16NAVY10_11_plasma.mzML,16NAVY11_2_plasma.mzML,17NAVY22_11_plasma.mzML,16NAVY08_7_plasma.mzML,16NAVY14_11_plasma.mzML,16NAVY11_9_plasma.mzML,16NAVY11_1_plasma.mzML,16NAVY12_3_plasma.mzML,17NAVY22_7_plasma.mzML,16NAVY06_6_plasma.mzML
6041,0,0,323784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290468,0,0,0,0,0,0,312797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318825,277782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53729,0,0,0,0,0,0,0,0,0,614504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603546,0,0,0,0,0,717039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10239,0,0,0,0,0,0,179211,0,0,0,164748,305892,0,0,0,0,301120,0,292757,0,0,0,0,0,151264,0,0,0,0,126942,0,0,0,0,210931,0,0,112750,0,0,0,0,0,477476,111312,149344,0,0,0,0,200580,0,0,0,0,0,0,0,0,0,0,0,0,0,102435,0,0,0,596050,0,96921.7,0,0,0,0,0,248499,0,0,0,0,0,0,0,0,0,0,0,0,210750,108370,0,152396,0,496810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210328,0,179928,198365,0,0,106967,0,114366,0,0,0,146124,414390,0,0,0,0,647555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17291,0,0,0,0,107169,0,123895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285973,0,0,0,119622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126551,121898,0,0,0,0,0,0,0,0
30234,0,0,95498.1,0,145460,0,0,0,102859,8230070,0,0,189732,0,0,0,0,1053860,0,152768,0,4028760,385837,0,137750,1256410,0,0,0,0,830720,2078830,222054,0,0,0,0,0,758679,3026740,0,0,0,0,244997,0,3328400,0,0,0,509509,0,0,0,2302680,0,0,0,628194,82406.1,0,0,336487,114908,188645,0,0,906537,0,0,114885,166667,4459040,859387,0,0,0,0,108813,0,0,0,0,0,992147,270787,0,0,345532,0,135719,2254600,0,182356,621601,0,0,113281,283248,528175,1568190,457361,0,465332,0,521697,773878,0,1291300,0,230252,0,0,0,858427,315869,524651,147975,859166,0,8999990,0,0,166470,366752,0,569822,0,0,0,0,0,231082,0,0,183690,0,0,0,0,140669,0,0,0
48705,0,0,0,0,0,0,0,0,0,0,0,375101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414446,0,0,0,0,0,0,0,0,0,0,0,1060240,0,0,0,0,0,0,0,390217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203824,0,0,0,0,0,0,0,0,0,0,461828,550447,0,0,0,0,864469,0,0,0,0,0,0,0,0,150612,0,889934,0,0,0,0,0,170111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107850,0,0,0,0,0,0,0,0,0,0,0,0,0
6980,0,123622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65138,462250,554772,577108,1218168,362245,278910,421267,145680,147433,1887918,452149,427621,322799,0,437995,0,439553,1895976,297484,355912,198881,391457,449122,0,0,1297594,563741,413388,141076,151196,0,0,124676,142383,602454,183086,146213,132868,0,645487,128505,0,254603,190192,97270.4,185013,381371,336532.5,110313,212728,408112,968842,257687,475981,252934,354237,453438,432275,252087,228567.8,0,634148,584347,140472,259315,173180,408985,2200755,359757,191033,161820,343831,0,1798635,193162,189198,545052,425310,194631,251172,285653,366435,601023,465144,0,251806,0,421138,224474,0,174419,1410198,179539,270291,606134,126595,140419,303211,268305,286178,0,648084,140549,0,244642.5,160370,669490,227282,1193279,540901,185798,182495,0,1865935,0,357368,316730,318655,2305297,259347,0,196848,350315,381479,245053.5,160739,407182,270100,300247,0,402816.2,202947,264947,406652.9,268065,270437,122301,192289,305322,647257,202980,108120,322131,118980
10919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140681,0,119985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76443.9,0,0,0,0,0
94130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553562,0,0,0,0,0,0,0,0,236589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224894,0,0,0,0,0,0,0,0,0,0,0,0,0,122591,112623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95363.4,0,0,0,0,0,0,0,0,0,0,280138,0,0,0,0,0,0,0,0,0,0,0,0,0
31035,0,0,0,0,0,0,0,0,0,0,167312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279120,0,0,0,169575,0,0,0,0,0,0,0,281483,247056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155531,0,0,0,0,228479,0,0,0
95365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253827,0,0,0,0,0,0,0,0,0,153306,0,0,0,0,0,0,0,0,0,0,0,0,0,110588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18374400,0,0,0,163978,0,187687,119082,0,0,0,0
25567,0,0,0,0,0,0,0,0,0,0,0,0,888573,0,975519,0,2586171,0,0,0,0,0,619702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947160,0,0,0,0,0,0,1318410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560332,0,0,0,0,640089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81941,0,0,353144,0,300188,0,0,0,0,0,0,0,0,0,0,0,0,0,235314,0,176201,0,0,0,0,0,0,0,0,335217,0,0,0,0,0,0,0,0,0,0,0,0,179393,0,287987,0,0,0,193073,0,0,0,209880,285557,0,340877,0,345207,328752,0,317139,0,0,271798,357928,0,0,0,0,0,0,204778,0,0,342518,0,0,0,356396,316810,296059,199590,0,0,0,0,196152,0,0,0,216828,0,0,0,0,0,350865,360817,348646,208745,0,0,0,0,0,0,0,0,0,254243,221225,0,0,0,0,0,260297,227854,0,0,0,0,0,0,314442,0,0,189019,0,0,245853,0,0,0,0,0,0,294560,0,0,0,0,0,0
1112,0,85376.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78890.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66547.7,0
89748,0,0,0,0,0,0,0,0,0,0,0,0,0,118526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378999,0,0,0,0,0,0,0,194285,0,0,0
16269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433849,0,0,0,0,0,0,0,0
30579,108244,116170,0,0,0,0,83782.6,0,0,0,107176,0,0,132922,169346,95355.4,0,0,0,0,124394,0,0,0,0,0,109748,0,129577,0,0,0,0,125935,90700.2,0,0,91708,0,0,0,0,0,124763,0,88249.1,0,0,0,117966,0,0,0,0,0,0,90882.4,0,0,0,0,0,0,110724,0,84944.4,0,0,0,0,81804.4,0,0,0,0,0,0,0,0,90847.4,166868,120823,0,0,0,0,0,0,0,0,0,0,106959,0,0,90551.6,0,0,0,125236,0,0,0,0,100496,0,0,109510,0,109534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110091,0,0,110820,111011,0,142815,0,0,0,0,0,0,0,0,0,0,91097.7,0
24789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872375,0,0,0,0,0,0,0,2467890,0,0,0,0,0,922279,0,0,0,0,0,0,1440550,995940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342550,0,0,0,0,806437,0,0,0,0,0,0,0,0,0,0,0,10744300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6104530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26083,0,70506.5,0,0,120128,0,0,0,0,0,0,162816,0,0,0,0,0,0,0,0,87821,0,0,0,142130,763062,0,0,0,0,0,0,0,0,0,0,0,109456,0,540605,0,0,0,0,0,0,150960,0,0,0,129688,0,0,0,97506.3,104393,0,112452,0,0,0,0,0,0,200638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257974,0,0,0,0,0,238315,0,0,73125.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87503.2,120256,0,0,0,0,0,0,0,0,162562,0,0,0,103505
5752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74441.1,0,0,0,0,0,0,0,0,0,0,0,0,0
39356,0,0,0,0,0,0,0,0,0,0,0,85105.2,0,0,322226,0,0,0,0,0,0,0,460580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240293,0,0,0,0,0,0,172700,0,0,0,0,0,0,0,0,0,219034,0,136988,0,311854,0,0,226360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137839,0,0,0,167752,0,0,0,0,0,0,121364,0,85613.9,0,0,0,0,0,0,0,0,108045,407630,191025,160062,0,0,0,0,0,0,0,327645,180795,0,0,0,0,0,0,0,0,0,0
97308,0,0,0,4044540,0,0,0,0,0,4130830,0,0,0,0,0,0,0,1537410,0,0,0,0,0,0,0,5436550,0,0,0,0,0,0,0,0,0,0,0,0,0,3905880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080650,0,0,0,0,0,1689530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6411210,0,0,0,0,5441250,0,0,0,0,5021720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405460,0,0,0,0
30634,585352,572937,496146,0,0,442290,0,512996,0,984753,397447,0,0,553647,628490,573257,764995,0,497124,592820,277191,306450,0,0,0,458594,633007,593044,483139,697014,0,0,0,0,473431,0,313578,747913,0,0,445708,0,269008,0,411901,355352,0,432611,529482,742440,234449,583986,475551,0,413538,672378,518775,140448,579570,462289,344084,0,288140,380292,208306,390534,0,434094,214937,517345,731715,553452,0,0,668728,573767,728974,564022,631812,0,796689,460480,552336,0,0,0,438850,509946,0,399763,411191,0,582192,0,378266,486792,476297,538355,758151,0,315769,254213,431682,484191,609729,0,0,439074,0,822993,568435,520602,429512,0,0,340422,372516,0,0,499843,0,526327,0,409164,0,476936,501236,0,640264,541701,534836,0,527540,568090,0,0,584951,0,412408,348305,598855,405928,395196,588106
16980,354473,476830,486092,1529517,472739,356818,0,552356,588762,1087519,447433,0,758440,0,948309,82690.9,0,1693189,372589,316430,390586,0,588894,0,490707,1560534,301096,229303,397903,420218,1252698,665937,439791,646615,444576,443795,392526,585610,621086,2923724,305400,0,803037,283565,533986,670766,0,396883,348568,243138,632989,517141,521273,549906,435012,500354,404672,0,412770,616636,588248,468721,0,479478,466799,560558,834185,1582246,222151,367910,496488,570780,578425,1862844,641098,279238,0,627287,526758,402917,500108,755353,492907,840566,1061362,495122,251188,0,0,413712,0,2690559,437524,562061,0,557966,736768,309497,666500,835134,417033,0,299661,528835,563266,181528,592078,272978,5135731,324290,456622,0,207038,2085778,1664628,394834,469694,544935,914855,389193,1353036,230889,468325,679372,492852,517458,0,173522,392567,128264,584971,222687,831927,923607,0,442333,842646,454370,370970,529440,346282,137767,554664,562990
20558,0,0,337105,0,0,0,168097,0,0,0,0,0,0,787748,0,0,0,0,0,0,0,0,0,0,0,0,1196120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705087,0,0,0,0,2309170,0,0,425083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491213,219903,0,0,0,0,0,0,0,497063,0,0,0,0,349855,0,0,0,0,276053,0,361154,1402250,1708120,0,0,3040420,0,0,0,0,0,247702,405652,0,0,0,0,0,0,0,0,0,0,0,0,0,415083,0,0,0,0,0,0,0,0,1230790,0,0,0,1269590,967808,0,0,0
73008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0,0,0,558993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,153030,0,0,0,177598,0,0,0,0,0,146199,89841.6,0,0,130463,0,0,0,0,0,0,0,90088,0,0,0,0,123564,0,0,0,0,117128,0,0,0,0,0,0,0,0,0,120705,0,0,0,0,0,0,0,0,0,0,0,0,122170,139897,0,0,0,0,0,0,98485.1,124356,0,103836,0,156336,0,112241,0,0,0,0,0,0,0,138671,115495,0,115124,0,0,0,0,0,0,0,0,0,0,0,91408.6,0,0,0,0,0,0,0,0,0,102937,69481.6,0,0,72089.4,0,168506,0,140806,219857.6,0,0,0,0,0,0,0,0,0,0,0,0,0,95880.1,0,0,0,0,0,89218.5,0,0,0,0,112495,0,0,111747,0,0,0
89093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367895,0,0,0,0
14106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570008,0,0,0,0,0
29378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
